average_temperature,elapsed,execution_interval,heater_on,t1,t2,t3,time,time_t1,time_t2,time_t3
25.625,2.645554304122925,3,False,23.187,25.75,25.5,1619128350808136549,1619128349050796801,1619128349928141658,1619128350808131049
25.625,2.6850264072418213,3,False,23.187,25.75,25.5,1619128353848125112,1619128352088120922,1619128352968144479,1619128353848119445
25.625,2.724663257598877,3,False,23.187,25.75,25.5,1619128356888144269,1619128355128270446,1619128356008102433,1619128356888138695
25.625,2.6843178272247314,3,True,23.187,25.75,25.5,1619128359848142262,1619128358088160458,1619128358968129592,1619128359848136318
25.625,2.643904447555542,3,True,23.187,25.75,25.5,1619128362808106129,1619128361048278636,1619128361928149179,1619128362808101018
25.625,2.763551712036133,3,True,23.187,25.75,25.5,1619128365928168571,1619128364168129802,1619128365047929292,1619128365928162645
25.625,2.6431937217712402,3,True,23.187,25.75,25.5,1619128368808116701,1619128367048159541,1619128367928105566,1619128368808111182
25.625,2.682786703109741,3,True,23.187,25.75,25.5,1619128371848134111,1619128370088157228,1619128370968157030,1619128371848128056
25.625,2.642242670059204,3,True,23.187,25.75,25.5,1619128374807986934,1619128373048142806,1619128373928123702,1619128374807982378
25.687,2.76194429397583,3,True,23.25,25.812,25.562,1619128377928095422,1619128376168167554,1619128377048102155,1619128377928089904
25.687,2.641676902770996,3,True,23.25,25.812,25.562,1619128380808132098,1619128379048166506,1619128379928146533,1619128380808126431
25.75,2.681239128112793,3,True,23.187,25.875,25.625,1619128383848111444,1619128382088160629,1619128382968099306,1619128383848105926
25.781,2.6408355236053467,3,True,23.25,25.875,25.687,1619128386808096459,1619128385048153420,1619128385928101542,1619128386808090552
25.8435,2.68021559715271,3,False,23.25,25.937,25.75,1619128389847915721,1619128388088130918,1619128388968129540,1619128389847910684
25.906,2.6400482654571533,3,False,23.25,26.0,25.812,1619128392808106459,1619128391048123899,1619128391928111503,1619128392808101089
25.9995,2.7596323490142822,3,False,23.25,26.062,25.937,1619128395928108631,1619128394168142755,1619128395048161822,1619128395928103113
26.0625,2.639369249343872,3,False,23.25,26.125,26.0,1619128398808148357,1619128397048121943,1619128397928074401,1619128398808143005
26.156,2.678913116455078,3,False,23.25,26.187,26.125,1619128401848117255,1619128400088149117,1619128400968113501,1619128401848111236
26.25,2.6385607719421387,3,False,23.25,26.25,26.25,1619128404808146208,1619128403048123107,1619128403928116584,1619128404808140523
26.375,2.7580621242523193,3,False,23.25,26.375,26.375,1619128407928070169,1619128406178144703,1619128407048105061,1619128407928064817
26.4685,2.717799663543701,3,False,23.25,26.437,26.5,1619128410888110775,1619128409048172205,1619128410008157259,1619128410888104849
26.5625,2.677525758743286,3,False,23.25,26.5,26.625,1619128413848176902,1619128412088126074,1619128412968102813,1619128413848171328
26.6875,2.7171034812927246,3,False,23.25,26.625,26.75,1619128416888141552,1619128415128150481,1619128416008118573,1619128416888135534
26.781,2.6768312454223633,3,False,23.25,26.687,26.875,1619128419848213368,1619128418088119464,1619128418968145444,1619128419848208312
26.906,2.716320037841797,3,False,23.25,26.812,27.0,1619128422888086876,1619128421128185746,1619128422008100969,1619128422888081635
27.0,2.6753671169281006,3,False,23.25,26.875,27.125,1619128425847523336,1619128424088134437,1619128424977954931,1619128425847519892
27.125,2.715630292892456,3,False,23.25,27.0,27.25,1619128428888118226,1619128427138169382,1619128428008097596,1619128428888112300
27.2185,2.6752867698669434,3,False,23.25,27.125,27.312,1619128431848122811,1619128430098186724,1619128430968138735,1619128431848117330
27.312,2.6349217891693115,3,False,23.25,27.187,27.437,1619128434808144231,1619128433048130746,1619128433928103285,1619128434808138417
27.437,2.754474639892578,3,False,23.25,27.312,27.562,1619128437928129880,1619128436168139912,1619128437048090267,1619128437928124677
27.5,2.7141377925872803,3,False,23.25,27.375,27.625,1619128440888098602,1619128439128166020,1619128440008144079,1619128440888093361
27.625,2.6737349033355713,3,False,23.25,27.5,27.75,1619128443848145787,1619128442088122483,1619128442968085321,1619128443848140361
27.7185,2.7133219242095947,3,False,23.25,27.562,27.875,1619128446888122348,1619128445128145876,1619128446008151121,1619128446888117422
27.781,2.6729657649993896,3,False,23.25,27.625,27.937,1619128449848113409,1619128448088114343,1619128448968111256,1619128449848107613
27.906,2.712563991546631,3,False,23.25,27.75,28.062,1619128452888099493,1619128451128118536,1619128452008131746,1619128452888094493
27.9995,2.7521889209747314,3,False,23.25,27.812,28.187,1619128455928074782,1619128454168146306,1619128455048135201,1619128455928069560
28.0935,2.7119359970092773,3,False,23.25,27.937,28.25,1619128458888127237,1619128457128121742,1619128458008122711,1619128458888121663
28.156,2.6717734336853027,3,False,23.25,28.0,28.312,1619128461848136083,1619128460088147124,1619128460968087076,1619128461848130472
28.2495,2.631337881088257,3,False,23.25,28.062,28.437,1619128464808095618,1619128463048145415,1619128463928123016,1619128464808090099
28.3125,2.7508740425109863,3,False,23.25,28.125,28.5,1619128467928066085,1619128466168167991,1619128467048106908,1619128467928061103
28.406,2.6306450366973877,3,False,23.25,28.25,28.562,1619128470808144507,1619128469048142378,1619128469928663416,1619128470808138878
28.4995,2.6701924800872803,3,False,23.25,28.312,28.687,1619128473848137272,1619128472088138900,1619128472968106373,1619128473848131494
28.5625,2.7097978591918945,3,False,23.25,28.375,28.75,1619128476888140575,1619128475128158498,1619128476008083232,1619128476888134668
28.656,2.669403553009033,3,False,23.25,28.5,28.812,1619128479848102193,1619128478088117782,1619128478968119460,1619128479848096934
28.6875,2.7090084552764893,3,False,23.25,28.5,28.875,1619128482888103964,1619128481128141681,1619128482008132878,1619128482888098464
28.781,2.6881134510040283,3,False,23.25,28.625,28.937,1619128485867609631,1619128484088134894,1619128484968359328,1619128485867606779
28.8435,2.708310127258301,3,False,23.25,28.687,29.0,1619128488888114415,1619128487128142389,1619128488008079810,1619128488888108934
28.906,2.747950315475464,3,False,23.25,28.75,29.062,1619128491928110636,1619128490088146402,1619128491008522114,1619128491928105414
28.9995,2.627617120742798,3,False,23.25,28.812,29.187,1619128494808092983,1619128493048100418,1619128493928115431,1619128494808087742
29.031,2.747154474258423,3,False,23.25,28.875,29.187,1619128497928071007,1619128496168131977,1619128497048075678,1619128497928065989
29.0935,2.626882791519165,3,False,23.25,28.937,29.25,1619128500808113967,1619128499048139419,1619128499928092527,1619128500808108430
29.1245,2.666428327560425,3,False,23.25,28.937,29.312,1619128503848098214,1619128502088116590,1619128502968087754,1619128503848092603
29.2185,2.7060461044311523,3,False,23.25,29.062,29.375,1619128506888111519,1619128505128165356,1619128506008094669,1619128506888106426
29.2495,2.7456743717193604,3,False,23.25,29.062,29.437,1619128509928093288,1619128508168105940,1619128509048100938,1619128509928087825
29.281,2.6253628730773926,3,False,23.25,29.125,29.437,1619128512808104331,1619128511048100148,1619128511928116572,1619128512808098979
29.3435,2.8249168395996094,3,False,23.25,29.187,29.5,1619128516008093295,1619128514168129941,1619128515098195895,1619128516008087647
29.3435,2.6247212886810303,3,False,23.25,29.187,29.5,1619128518808138578,1619128517048136727,1619128517928103986,1619128518808132837
29.406,2.6638104915618896,3,False,23.25,29.25,29.562,1619128521847701232,1619128520088236519,1619128520968292963,1619128521847697547
29.4685,2.623847246170044,3,False,23.25,29.312,29.625,1619128524808098760,1619128523048117314,1619128523928152110,1619128524808093242
29.531,2.743389368057251,3,False,23.25,29.375,29.687,1619128527928073507,1619128526168146504,1619128527048106746,1619128527928067989
29.531,2.623135566711426,3,False,23.25,29.375,29.687,1619128530808132726,1619128529048304738,1619128529928101225,1619128530808127282
